data_id,treat,age,education,married,nodegree,black,hispanic,white,re75,re78
PSID,0.0,53.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,26.0,16.0,0.0,0.0,0.0,0.0,1,0.0,9014.132
PSID,0.0,49.0,12.0,1.0,0.0,0.0,0.0,1,0.0,13299.539
PSID,0.0,39.0,15.0,1.0,0.0,0.0,0.0,1,0.0,1921.0446
PSID,0.0,26.0,17.0,1.0,0.0,0.0,0.0,1,0.0,11821.813
PSID,0.0,32.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,34.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,31.0,14.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,39.0,17.0,1.0,0.0,0.0,1.0,0,0.0,8866.359
PSID,0.0,40.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,31.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,27.0,13.0,1.0,0.0,0.0,0.0,1,0.0,28076.805
PSID,0.0,48.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,41.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,26.0,14.0,0.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,50.0,17.0,0.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,48.0,12.0,1.0,0.0,0.0,0.0,1,0.0,12930.108
PSID,0.0,45.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,37.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,33.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,31.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,36.0,12.0,1.0,0.0,1.0,0.0,0,0.0,17732.719
PSID,0.0,44.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,28.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,30.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,42.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,30.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,27.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,37.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,37.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,45.0,12.0,1.0,0.0,0.0,0.0,1,0.0,22165.898
PSID,0.0,35.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,37.0,17.0,1.0,0.0,0.0,0.0,1,0.0,66497.695
PSID,0.0,27.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,47.0,14.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,48.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,42.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,43.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,46.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,46.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,46.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,29.0,16.0,1.0,0.0,0.0,0.0,1,0.0,8396.442
PSID,0.0,39.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,32.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,48.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,48.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,41.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,42.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,42.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,42.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,54.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,29.0,14.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,54.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,54.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,26.0,14.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,43.0,17.0,1.0,0.0,0.0,0.0,1,0.0,36943.164
PSID,0.0,54.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,37.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,54.0,16.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,48.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,44.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,54.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,38.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,37.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,27.0,17.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,51.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,39.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,55.0,14.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,54.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,54.0,13.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,34.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,50.0,14.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,50.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,21.0,14.0,0.0,0.0,0.0,1.0,0,71.6129,3657.3733
PSID,0.0,26.0,12.0,1.0,0.0,0.0,0.0,1,71.6129,0.0
PSID,0.0,21.0,13.0,0.0,0.0,0.0,0.0,1,692.85486,2659.9077
PSID,0.0,23.0,16.0,1.0,0.0,0.0,0.0,1,1521.7742,0.0
PSID,0.0,21.0,15.0,0.0,0.0,0.0,0.0,1,3222.5806,14777.266
PSID,0.0,23.0,14.0,0.0,0.0,0.0,0.0,1,3401.6128,5319.816
PSID,0.0,27.0,16.0,1.0,0.0,0.0,0.0,1,4833.871,0.0
PSID,0.0,25.0,12.0,1.0,0.0,0.0,0.0,1,5729.032,26599.078
PSID,0.0,27.0,17.0,0.0,0.0,0.0,0.0,1,6087.0967,7388.633
PSID,0.0,55.0,12.0,1.0,0.0,0.0,0.0,1,6266.129,10344.086
PSID,0.0,20.0,12.0,1.0,0.0,0.0,0.0,1,7161.2905,0.0
PSID,0.0,18.0,12.0,1.0,0.0,0.0,0.0,1,8056.4517,19210.445
PSID,0.0,27.0,12.0,1.0,0.0,0.0,0.0,1,8235.484,20688.172
PSID,0.0,28.0,16.0,1.0,0.0,0.0,0.0,1,8951.613,36943.164
PSID,0.0,36.0,12.0,1.0,0.0,1.0,0.0,0,8951.613,11821.813
PSID,0.0,33.0,13.0,1.0,0.0,1.0,0.0,0,10741.935,20688.172
PSID,0.0,36.0,12.0,1.0,0.0,0.0,0.0,1,10741.935,0.0
PSID,0.0,27.0,13.0,1.0,0.0,0.0,0.0,1,16112.903,29554.531
PSID,0.0,45.0,17.0,1.0,0.0,0.0,0.0,1,16112.903,17732.719
PSID,0.0,45.0,17.0,1.0,0.0,0.0,0.0,1,16112.903,17732.719
PSID,0.0,45.0,17.0,1.0,0.0,0.0,0.0,1,16112.903,17732.719
PSID,0.0,31.0,12.0,1.0,0.0,0.0,0.0,1,17903.227,0.0
PSID,0.0,34.0,12.0,1.0,0.0,0.0,0.0,1,17903.227,63542.242
PSID,0.0,34.0,12.0,1.0,0.0,0.0,0.0,1,17903.227,63542.242
PSID,0.0,47.0,14.0,1.0,0.0,0.0,0.0,1,17903.227,22165.898
PSID,0.0,35.0,16.0,1.0,0.0,0.0,0.0,1,19693.549,17732.719
PSID,0.0,43.0,17.0,1.0,0.0,0.0,0.0,1,21161.613,29554.531
PSID,0.0,25.0,12.0,1.0,0.0,1.0,0.0,0,21483.871,1220.6022
PSID,0.0,29.0,15.0,0.0,0.0,0.0,0.0,1,21483.871,22313.672
PSID,0.0,31.0,12.0,1.0,0.0,0.0,0.0,1,21483.871,20688.172
PSID,0.0,52.0,12.0,1.0,0.0,0.0,0.0,1,21483.871,22165.898
PSID,0.0,22.0,16.0,0.0,0.0,0.0,0.0,1,22558.064,32509.984
PSID,0.0,53.0,15.0,1.0,0.0,0.0,0.0,1,24169.355,28076.805
PSID,0.0,29.0,17.0,1.0,0.0,0.0,0.0,1,25959.678,36898.832
PSID,0.0,31.0,13.0,1.0,0.0,0.0,0.0,1,25959.678,39898.617
PSID,0.0,35.0,12.0,1.0,0.0,0.0,0.0,1,26138.71,29554.531
PSID,0.0,29.0,16.0,1.0,0.0,0.0,0.0,1,26854.84,23643.625
PSID,0.0,39.0,12.0,1.0,0.0,0.0,0.0,1,28645.16,31032.258
PSID,0.0,37.0,14.0,1.0,0.0,0.0,0.0,1,32225.807,0.0
PSID,0.0,30.0,14.0,1.0,0.0,0.0,0.0,1,32225.807,22165.898
PSID,0.0,43.0,17.0,1.0,0.0,0.0,0.0,1,42251.613,41376.344
PSID,0.0,32.0,17.0,1.0,0.0,0.0,0.0,1,46548.387,39898.617
PSID,0.0,44.0,12.0,1.0,0.0,0.0,0.0,1,71612.91,81274.96
PSID,0.0,32.0,16.0,1.0,0.0,0.0,0.0,1,6910.645,18609.012
PSID,0.0,43.0,12.0,1.0,0.0,1.0,0.0,0,1879.8387,5910.9062
PSID,0.0,24.0,12.0,0.0,0.0,1.0,0.0,0,0.0,10344.086
PSID,0.0,22.0,13.0,0.0,0.0,0.0,0.0,1,0.0,2305.2534
PSID,0.0,35.0,15.0,1.0,0.0,0.0,0.0,1,537.09674,0.0
PSID,0.0,26.0,15.0,0.0,0.0,0.0,0.0,1,1879.8387,3250.9985
PSID,0.0,29.0,17.0,1.0,0.0,0.0,0.0,1,8951.613,0.0
PSID,0.0,23.0,12.0,0.0,0.0,1.0,0.0,0,3222.5806,5910.9062
PSID,0.0,19.0,12.0,1.0,0.0,0.0,0.0,1,8593.549,26599.078
PSID,0.0,48.0,16.0,1.0,0.0,0.0,0.0,1,1466.2742,1152.6267
PSID,0.0,48.0,16.0,1.0,0.0,0.0,0.0,1,1466.2742,1152.6267
PSID,0.0,22.0,12.0,1.0,0.0,1.0,0.0,0,0.0,0.0
PSID,0.0,20.0,12.0,0.0,0.0,1.0,0.0,0,12532.258,2955.4531
PSID,0.0,24.0,17.0,1.0,0.0,0.0,0.0,1,0.0,24825.807
PSID,0.0,27.0,16.0,1.0,0.0,0.0,0.0,1,1253.2258,4363.7266
PSID,0.0,21.0,14.0,0.0,0.0,0.0,0.0,1,2685.484,11082.949
PSID,0.0,53.0,13.0,1.0,0.0,0.0,0.0,1,3938.7097,4728.725
PSID,0.0,53.0,13.0,1.0,0.0,0.0,0.0,1,3938.7097,4728.725
PSID,0.0,53.0,16.0,1.0,0.0,0.0,0.0,1,0.0,2955.4531
PSID,0.0,22.0,15.0,1.0,0.0,0.0,0.0,1,5370.968,22165.898
PSID,0.0,21.0,15.0,0.0,0.0,0.0,0.0,1,9667.742,4137.6343
PSID,0.0,30.0,12.0,1.0,0.0,0.0,0.0,1,1790.3226,1477.7266
PSID,0.0,21.0,12.0,0.0,0.0,1.0,0.0,0,5460.484,1152.6267
PSID,0.0,27.0,16.0,1.0,0.0,0.0,0.0,1,17545.16,21427.035
PSID,0.0,22.0,15.0,0.0,0.0,0.0,0.0,1,2864.516,5024.2705
PSID,0.0,22.0,12.0,1.0,0.0,1.0,0.0,0,2470.6453,0.0
PSID,0.0,23.0,13.0,1.0,0.0,0.0,0.0,1,5370.968,11378.495
PSID,0.0,33.0,12.0,1.0,0.0,0.0,0.0,1,0.0,2770.7373
PSID,0.0,24.0,13.0,0.0,0.0,0.0,0.0,1,3127.6936,14777.266
PSID,0.0,20.0,12.0,0.0,0.0,1.0,0.0,0,4475.8066,17732.719
PSID,0.0,22.0,16.0,0.0,0.0,0.0,0.0,1,23274.193,25860.215
PSID,0.0,19.0,12.0,1.0,0.0,0.0,0.0,1,10741.935,0.0
PSID,0.0,22.0,15.0,1.0,0.0,0.0,0.0,1,17187.098,25860.215
PSID,0.0,43.0,14.0,1.0,0.0,0.0,0.0,1,0.0,6992.602
PSID,0.0,39.0,12.0,1.0,0.0,0.0,0.0,1,7161.2905,11821.813
PSID,0.0,28.0,12.0,0.0,0.0,1.0,0.0,0,2864.516,0.0
PSID,0.0,19.0,14.0,0.0,0.0,0.0,0.0,1,3222.5806,0.0
PSID,0.0,26.0,17.0,1.0,0.0,0.0,0.0,1,12532.258,23643.625
PSID,0.0,18.0,12.0,1.0,0.0,0.0,0.0,1,11100.0,20688.172
PSID,0.0,23.0,15.0,1.0,0.0,0.0,0.0,1,2506.4517,9974.654
PSID,0.0,24.0,12.0,0.0,0.0,1.0,0.0,0,4654.839,11821.813
PSID,0.0,27.0,12.0,1.0,0.0,0.0,0.0,1,0.0,5910.9062
PSID,0.0,29.0,17.0,1.0,0.0,0.0,0.0,1,15217.742,24382.488
PSID,0.0,22.0,12.0,0.0,0.0,1.0,0.0,0,17133.387,11821.813
PSID,0.0,27.0,12.0,1.0,0.0,0.0,0.0,1,254.22581,1090.5623
PSID,0.0,27.0,15.0,1.0,0.0,0.0,0.0,1,4654.839,19210.445
PSID,0.0,20.0,12.0,0.0,0.0,1.0,0.0,0,8951.613,13299.539
PSID,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0,1994.4194,17732.719
PSID,0.0,23.0,12.0,1.0,0.0,1.0,0.0,0,2864.516,8866.359
PSID,0.0,23.0,12.0,1.0,0.0,1.0,0.0,0,11637.097,9752.995
PSID,0.0,22.0,12.0,1.0,0.0,0.0,0.0,1,15396.774,39898.617
PSID,0.0,31.0,12.0,1.0,0.0,1.0,0.0,0,18440.322,24973.578
PSID,0.0,26.0,17.0,0.0,0.0,0.0,0.0,1,11637.097,9457.45
PSID,0.0,20.0,12.0,1.0,0.0,0.0,0.0,1,0.0,4433.1797
PSID,0.0,30.0,17.0,1.0,0.0,0.0,0.0,1,4296.7744,22476.22
PSID,0.0,42.0,16.0,0.0,0.0,0.0,0.0,1,17903.227,16254.992
PSID,0.0,21.0,14.0,1.0,0.0,0.0,0.0,1,9309.678,23052.535
PSID,0.0,25.0,16.0,1.0,0.0,0.0,0.0,1,2954.0322,0.0
PSID,0.0,27.0,15.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,26.0,17.0,1.0,0.0,0.0,0.0,1,19693.549,26599.078
PSID,0.0,29.0,16.0,1.0,0.0,0.0,0.0,1,17187.098,23643.625
PSID,0.0,20.0,12.0,0.0,0.0,0.0,0.0,1,716.129,0.0
PSID,0.0,52.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,23.0,17.0,0.0,0.0,0.0,0.0,1,2148.3872,33987.71
PSID,0.0,21.0,14.0,1.0,0.0,0.0,0.0,1,7161.2905,17141.629
PSID,0.0,24.0,16.0,0.0,0.0,0.0,0.0,1,8951.613,17732.719
PSID,0.0,30.0,17.0,1.0,0.0,0.0,0.0,1,12084.677,5172.043
PSID,0.0,25.0,17.0,0.0,0.0,0.0,0.0,1,17414.469,5030.181
PSID,0.0,21.0,12.0,1.0,0.0,0.0,0.0,1,6803.2256,7388.633
PSID,0.0,28.0,12.0,1.0,0.0,0.0,0.0,1,10741.935,9014.132
PSID,0.0,20.0,12.0,1.0,0.0,0.0,0.0,1,6266.129,15244.227
PSID,0.0,36.0,16.0,0.0,0.0,0.0,0.0,1,4833.871,5319.816
PSID,0.0,19.0,12.0,0.0,0.0,1.0,0.0,0,8056.4517,12117.358
PSID,0.0,21.0,12.0,1.0,0.0,1.0,0.0,0,3043.5483,10048.541
PSID,0.0,47.0,12.0,1.0,0.0,0.0,0.0,1,9513.774,5319.816
PSID,0.0,24.0,16.0,1.0,0.0,0.0,0.0,1,4833.871,33987.71
PSID,0.0,24.0,12.0,1.0,0.0,1.0,0.0,0,8951.613,17732.719
PSID,0.0,25.0,17.0,1.0,0.0,0.0,0.0,1,10562.903,30101.29
PSID,0.0,21.0,16.0,1.0,0.0,0.0,0.0,1,10562.903,16993.855
PSID,0.0,31.0,12.0,1.0,0.0,1.0,0.0,0,11064.194,15959.447
PSID,0.0,26.0,14.0,1.0,0.0,0.0,0.0,1,13427.419,31032.258
PSID,0.0,22.0,12.0,0.0,0.0,1.0,0.0,0,10367.758,5763.134
PSID,0.0,20.0,13.0,0.0,0.0,1.0,0.0,0,12532.258,14777.266
PSID,0.0,20.0,13.0,1.0,0.0,0.0,1.0,0,10025.806,27337.941
PSID,0.0,27.0,14.0,1.0,0.0,0.0,0.0,1,0.0,26007.988
PSID,0.0,26.0,12.0,0.0,0.0,0.0,0.0,1,11637.097,10344.086
PSID,0.0,23.0,17.0,1.0,0.0,0.0,0.0,1,5370.968,0.0
PSID,0.0,23.0,12.0,0.0,0.0,1.0,0.0,0,12532.258,14186.175
PSID,0.0,22.0,12.0,0.0,0.0,1.0,0.0,0,4475.8066,0.0
PSID,0.0,21.0,12.0,0.0,0.0,1.0,0.0,0,11458.065,11208.556
PSID,0.0,21.0,12.0,1.0,0.0,0.0,0.0,1,12532.258,25121.352
PSID,0.0,28.0,14.0,1.0,0.0,0.0,0.0,1,7877.4194,13742.857
PSID,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0,0.0,8275.269
PSID,0.0,25.0,14.0,0.0,0.0,0.0,0.0,1,1790.3226,0.0
PSID,0.0,30.0,12.0,1.0,0.0,0.0,0.0,1,3222.5806,3250.9985
PSID,0.0,27.0,13.0,1.0,0.0,1.0,0.0,0,4096.2583,24514.006
PSID,0.0,22.0,13.0,0.0,0.0,0.0,0.0,1,6266.129,17363.287
PSID,0.0,23.0,16.0,1.0,0.0,0.0,0.0,1,14143.548,22165.898
PSID,0.0,24.0,12.0,1.0,0.0,1.0,0.0,0,14322.581,26599.078
PSID,0.0,19.0,13.0,0.0,0.0,0.0,0.0,1,15217.742,17732.719
PSID,0.0,21.0,14.0,1.0,0.0,0.0,0.0,1,11407.935,17141.629
PSID,0.0,29.0,17.0,1.0,0.0,0.0,0.0,1,7161.2905,8866.359
PSID,0.0,27.0,16.0,1.0,0.0,0.0,0.0,1,11637.097,25121.352
PSID,0.0,28.0,15.0,1.0,0.0,0.0,0.0,1,15217.742,9161.905
PSID,0.0,26.0,12.0,1.0,0.0,0.0,0.0,1,0.0,2955.4531
PSID,0.0,54.0,12.0,1.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,28.0,15.0,0.0,0.0,1.0,0.0,0,0.0,12708.449
PSID,0.0,27.0,15.0,1.0,0.0,0.0,0.0,1,10741.935,18471.582
PSID,0.0,26.0,13.0,0.0,0.0,0.0,0.0,1,5729.032,9605.223
PSID,0.0,21.0,12.0,1.0,0.0,0.0,0.0,1,7934.7095,0.0
PSID,0.0,53.0,14.0,1.0,0.0,1.0,0.0,0,8421.678,8127.496
PSID,0.0,21.0,13.0,1.0,0.0,0.0,0.0,1,12743.516,11082.949
PSID,0.0,22.0,13.0,0.0,0.0,0.0,0.0,1,3759.6775,16254.992
PSID,0.0,27.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,37.0,15.0,1.0,0.0,0.0,1.0,0,179.03226,11821.813
PSID,0.0,33.0,13.0,0.0,0.0,0.0,0.0,1,3580.6453,16254.992
PSID,0.0,19.0,12.0,0.0,0.0,1.0,0.0,0,3759.6775,3694.3164
PSID,0.0,28.0,12.0,1.0,0.0,0.0,0.0,1,4475.8066,15663.902
PSID,0.0,32.0,12.0,1.0,0.0,1.0,0.0,0,5370.968,8866.359
PSID,0.0,24.0,12.0,0.0,0.0,0.0,0.0,1,5370.968,5910.9062
PSID,0.0,22.0,12.0,0.0,0.0,0.0,0.0,1,7497.871,17732.719
PSID,0.0,20.0,12.0,1.0,0.0,1.0,0.0,0,8951.613,20688.172
PSID,0.0,23.0,12.0,1.0,0.0,0.0,0.0,1,8951.613,12058.249
PSID,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0,8951.613,2210.679
PSID,0.0,23.0,12.0,1.0,0.0,1.0,0.0,0,12532.258,21870.354
PSID,0.0,19.0,12.0,1.0,0.0,0.0,1.0,0,12532.258,13299.539
PSID,0.0,27.0,14.0,0.0,0.0,0.0,0.0,1,14322.581,16254.992
PSID,0.0,22.0,16.0,1.0,0.0,0.0,0.0,1,16112.903,16254.992
PSID,0.0,42.0,12.0,1.0,0.0,0.0,0.0,1,16112.903,15516.129
PSID,0.0,20.0,13.0,0.0,0.0,0.0,0.0,1,17491.451,2216.5898
PSID,0.0,29.0,13.0,0.0,0.0,0.0,0.0,1,0.0,0.0
PSID,0.0,23.0,12.0,1.0,0.0,1.0,0.0,0,13427.419,4433.1797
PSID,0.0,19.0,12.0,1.0,0.0,0.0,0.0,1,9309.678,11963.674
PSID,0.0,21.0,12.0,1.0,0.0,1.0,0.0,0,13092.629,10583.478
PSID,0.0,26.0,12.0,1.0,0.0,0.0,0.0,1,13606.452,11969.585
PSID,0.0,21.0,16.0,0.0,0.0,0.0,0.0,1,22379.031,27337.941
PSID,0.0,24.0,12.0,1.0,0.0,1.0,0.0,0,15416.468,8335.855
PSID,0.0,29.0,12.0,1.0,0.0,0.0,0.0,1,5908.0645,14481.72
PSID,0.0,26.0,12.0,1.0,0.0,1.0,0.0,0,8593.549,10344.086
PSID,0.0,23.0,14.0,1.0,0.0,1.0,0.0,0,10398.194,13003.994
PSID,0.0,25.0,12.0,0.0,0.0,0.0,0.0,1,9130.6455,15811.674
PSID,0.0,21.0,12.0,1.0,0.0,0.0,0.0,1,5729.032,18096.24
PSID,0.0,25.0,12.0,0.0,0.0,1.0,0.0,0,6266.129,10344.086
PSID,0.0,22.0,12.0,1.0,0.0,0.0,0.0,1,9939.871,15486.575
PSID,0.0,22.0,12.0,1.0,0.0,0.0,0.0,1,10741.935,19653.764
PSID,0.0,23.0,12.0,1.0,0.0,1.0,0.0,0,12174.194,18471.582
PSID,0.0,18.0,12.0,0.0,0.0,0.0,0.0,1,14322.581,22165.898
PSID,0.0,27.0,12.0,0.0,0.0,1.0,0.0,0,14322.581,19210.445
PSID,0.0,21.0,12.0,0.0,0.0,1.0,0.0,0,14859.677,5578.418
PSID,0.0,25.0,12.0,1.0,0.0,0.0,0.0,1,16112.903,26599.078
PSID,0.0,21.0,13.0,1.0,0.0,0.0,0.0,1,17903.227,28224.578
PSID,0.0,27.0,12.0,1.0,0.0,0.0,0.0,1,44758.066,0.0
PSID,0.0,23.0,12.0,1.0,0.0,0.0,0.0,1,7161.2905,10416.495
PSID,0.0,21.0,12.0,1.0,0.0,0.0,0.0,1,14995.742,17732.719
PSID,0.0,23.0,14.0,1.0,0.0,1.0,0.0,0,12532.258,8866.359
PSID,0.0,23.0,16.0,0.0,0.0,1.0,0.0,0,16490.66,19210.445
PSID,0.0,31.0,17.0,1.0,0.0,0.0,0.0,1,29465.129,39817.344
PSID,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0,5370.968,6649.7695
PSID,0.0,21.0,12.0,1.0,0.0,1.0,0.0,0,7161.2905,7388.633
PSID,0.0,23.0,12.0,1.0,0.0,1.0,0.0,0,8271.29,10403.195
PSID,0.0,19.0,12.0,1.0,0.0,0.0,0.0,1,5550.0,11526.267
PSID,0.0,46.0,12.0,1.0,0.0,0.0,0.0,1,8504.032,10376.596
PSID,0.0,24.0,12.0,1.0,0.0,0.0,0.0,1,2864.516,2216.5898
PSID,0.0,20.0,13.0,0.0,0.0,0.0,1.0,0,0.0,8275.269
PSID,0.0,24.0,17.0,1.0,0.0,0.0,0.0,1,5370.968,22904.762
PSID,0.0,23.0,12.0,1.0,0.0,0.0,0.0,1,9130.6455,11821.813
PSID,0.0,34.0,12.0,1.0,0.0,0.0,0.0,1,9166.451,23475.164
PSID,0.0,35.0,12.0,1.0,0.0,0.0,0.0,1,9313.258,11821.813
PSID,0.0,23.0,12.0,0.0,0.0,0.0,0.0,1,11834.032,16846.082
PSID,0.0,21.0,14.0,0.0,0.0,1.0,0.0,0,5370.968,9900.768
PSID,0.0,21.0,12.0,1.0,0.0,0.0,1.0,0,8772.581,10512.547
PSID,0.0,26.0,12.0,1.0,0.0,0.0,0.0,1,0.0,13299.539
PSID,0.0,23.0,13.0,1.0,0.0,0.0,0.0,1,8593.549,23643.625
PSID,0.0,27.0,12.0,1.0,0.0,0.0,1.0,0,11279.032,14038.402
PSID,0.0,50.0,12.0,1.0,0.0,0.0,1.0,0,9846.774,13299.539
PSID,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0,0.0,11821.813
PSID,0.0,25.0,12.0,1.0,0.0,0.0,0.0,1,2685.484,25121.352
PSID,0.0,21.0,12.0,1.0,0.0,1.0,0.0,0,4296.7744,14777.266
PSID,0.0,21.0,13.0,1.0,0.0,0.0,0.0,1,8593.549,28787.592
PSID,0.0,33.0,12.0,0.0,0.0,1.0,0.0,0,8951.613,0.0
PSID,0.0,19.0,12.0,1.0,0.0,0.0,0.0,1,9846.774,20688.172
PSID,0.0,20.0,12.0,1.0,0.0,0.0,0.0,1,10204.839,29258.986
PSID,0.0,22.0,12.0,1.0,0.0,1.0,0.0,0,10741.935,11162.747
PSID,0.0,32.0,12.0,1.0,0.0,0.0,0.0,1,11458.065,11821.813
PSID,0.0,24.0,13.0,1.0,0.0,0.0,0.0,1,11458.065,11526.267
PSID,0.0,29.0,12.0,1.0,0.0,1.0,0.0,0,12532.258,19210.445
PSID,0.0,23.0,12.0,1.0,0.0,1.0,0.0,0,12532.258,11821.813
PSID,0.0,26.0,14.0,1.0,0.0,0.0,0.0,1,13427.419,20688.172
PSID,0.0,20.0,12.0,1.0,0.0,0.0,0.0,1,13427.419,10713.518
PSID,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0,14322.581,11821.813
PSID,0.0,24.0,12.0,1.0,0.0,1.0,0.0,0,14322.581,33987.71
PSID,0.0,24.0,17.0,0.0,0.0,0.0,0.0,1,16112.903,36943.164
PSID,0.0,21.0,13.0,0.0,0.0,0.0,0.0,1,16112.903,20688.172
PSID,0.0,25.0,12.0,1.0,0.0,1.0,0.0,0,21483.871,6649.7695
PSID,0.0,30.0,12.0,1.0,0.0,1.0,0.0,0,25064.516,29554.531
PSID,0.0,26.0,12.0,0.0,0.0,1.0,0.0,0,10741.935,15619.57
PSID,0.0,22.0,12.0,0.0,0.0,0.0,0.0,1,14322.581,14777.266
PSID,0.0,47.0,12.0,1.0,0.0,0.0,0.0,1,10523.516,11283.92
PSID,0.0,22.0,12.0,0.0,0.0,0.0,0.0,1,15754.839,19949.309
PSID,0.0,31.0,12.0,1.0,0.0,1.0,0.0,0,8951.613,9605.223
PSID,0.0,35.0,12.0,1.0,0.0,0.0,0.0,1,9309.678,11821.813
PSID,0.0,49.0,12.0,1.0,0.0,0.0,0.0,1,11082.097,6537.4624
PSID,0.0,25.0,13.0,0.0,0.0,1.0,0.0,0,15396.774,12486.79
